#dataset,iter_no,mypso,ndpso
80,7,13.109375,0.7802197802
80,8,11.8169014085,0.7634408602
80,9,12.5223880597,0.9063829787
81,0,13.2916666667,0.3589041096
81,1,5.1451612903,0.3275
81,2,4.1699346405,0.3643835616
81,3,5.5,0.3350383632
81,4,6.38,0.3384223919
81,5,5.2295081967,0.3325
81,6,9.2463768116,0.3480825959
81,7,9.1142857143,0.3316708229
81,8,4.1699346405,0.3643835616
81,9,6.38,0.3325
82,0,1334,5.3147410359
82,1,1334,5.3147410359
82,2,1334,5.3147410359
82,3,1334,5.3147410359
82,4,1334,5.3147410359
82,5,1334,5.3147410359
82,6,1334,5.3147410359
82,7,1334,5.3147410359
82,8,1334,5.3147410359
82,9,1334,5.3147410359
83,0,1694,62.7407407407
83,1,1694,62.7407407407
83,2,1694,62.7407407407
83,3,1694,62.7407407407
83,4,1694,62.7407407407
83,5,1694,62.7407407407
83,6,1694,62.7407407407
83,7,1694,62.7407407407
83,8,1694,62.7407407407
83,9,1694,62.7407407407
84,0,1578,3.1434262948
84,1,1578,3.1434262948
84,2,1578,3.1434262948
84,3,1578,3.1434262948
84,4,1578,3.1434262948
84,5,1578,3.1434262948
84,6,1578,3.1434262948
84,7,1578,3.1434262948
84,8,1578,3.1434262948
84,9,1578,3.1434262948
85,0,3131,782.75
85,1,3131,782.75
85,2,3131,782.75
85,3,3131,782.75
85,4,3131,782.75
85,5,3131,782.75
85,6,3131,782.75
85,7,3131,782.75
85,8,3131,782.75
85,9,3131,782.75
86,0,3077,5.9401544402
86,1,3077,5.9401544402
86,2,3077,5.9401544402
86,3,3077,5.9401544402
86,4,3077,5.9401544402
86,5,3077,5.9401544402
86,6,3077,5.9401544402
86,7,3077,5.9401544402
86,8,3077,5.9401544402
86,9,3077,5.9401544402
87,0,3501,6.7326923077
87,1,3501,6.7326923077
87,2,3501,6.7326923077
87,3,3501,6.7326923077
87,4,3501,6.7326923077
87,5,3501,6.7326923077
87,6,3501,6.7326923077
87,7,3501,6.7326923077
87,8,3501,6.7326923077
87,9,3501,6.7326923077
88,0,4724,25.5351351351
88,1,4724,25.5351351351
88,2,4724,25.5351351351
88,3,4724,25.5351351351
88,4,4724,25.5351351351
88,5,4724,25.5351351351
88,6,4724,25.5351351351
88,7,4724,25.5351351351
88,8,4724,25.5351351351
88,9,4724,25.5351351351
89,0,3713,6.5026269702
89,1,3713,6.5026269702
89,2,3713,6.5026269702
89,3,3713,6.5026269702
89,4,3713,6.5026269702
89,5,3713,6.5026269702
89,6,3713,6.5026269702
89,7,3713,6.5026269702
89,8,3713,6.5026269702
89,9,3713,6.5026269702
90,0,4878,15.993442623
90,1,4878,15.993442623
90,2,4878,15.993442623
90,3,4878,15.993442623
90,4,4878,15.993442623
90,5,4878,15.993442623
90,6,4878,15.993442623
90,7,4878,15.993442623
90,8,4878,15.993442623
90,9,4878,15.993442623
91,0,3.1539792388,2.5625
91,1,3.2728904847,2.3762886598
91,2,2.5676056338,2.3677419355
91,3,3.2728904847,2.412371134
91,4,9.3969072165,2.339869281
91,5,3.1539792388,2.3917525773
91,6,3.0793918919,2.3711340206
91,7,3.2728904847,2.4129032258
91,8,4.171624714,2.3557692308
91,9,2.3193384261,2.4423076923
92,0,0.9878738884,0.9417808219
92,1,1.2195608783,0.9529411765
92,2,0.8972100203,0.9
92,3,1.0435525192,0.9382352941
92,4,1.1420560748,0.9387755102
92,5,1.1420560748,0.9315068493
92,6,0.9429012346,0.9294990724
92,7,0.9429012346,0.9264705882
92,8,0.942905232,0.9573283859
92,9,1.0435525192,0.912
93,0,0.6586579075,0.6723809524
93,1,0.7327044025,0.6732824427
93,2,0.6586580634,0.6674846626
93,3,0.7327044025,0.6703096539
93,4,0.6586572467,0.6773006135
93,5,0.6586572508,0.6666666667
93,6,0.8086767896,0.6858895706
93,7,0.7327044025,0.6885496183
93,8,0.6586572451,0.6641221374
93,9,0.7327044034,0.6885496183
94,0,5.0585773419,5.3444444444
94,1,4.8249472718,5.3214285714
94,2,5.7266387727,5.2777777778
94,3,4.824964127,5.1102362205
94,4,4.8249527736,5.01
94,5,5.2719724524,4.9831932773
94,6,4.8249160575,5.4173228346
94,7,5.3955321955,5.11
94,8,5.0909468399,5.2394957983
94,9,5.0879803882,5.246031746
95,0,2.4220103986,2.1158798283
95,1,2.7700693756,2.1115879828
95,2,2.0224312687,2.0944206009
95,3,2.7700693756,2.0616621984
95,4,2.9175365344,2.1759656652
95,5,2.3467674223,2.0924369748
95,6,7.8291316527,2.0987124464
95,7,2.0224312591,2.0890052356
95,8,2.3297677401,2.0857908847
95,9,2.9023883697,2.149122807
96,0,1.5082405345,1.3855932203
96,1,4.1699507389,1.3295454545
96,2,1.5082405345,1.3560606061
96,3,1.3647722692,1.3851010101
96,4,1.5082405345,1.3855932203
96,5,1.5082405345,1.3978159126
96,6,1.3118948859,1.3743842365
96,7,1.5082405345,1.3855932203
96,8,2.0287597364,1.3522727273
96,9,1.3314982305,1.4570707071
97,0,9.9050966608,8.0511627907
97,1,7.7737931048,7.911627907
97,2,8.5264750378,7.9488372093
97,3,8.5264750385,8.2727272727
97,4,9.8697510812,8.235
97,5,10.7352380953,8.5674418605
97,6,9.9050966608,7.935
97,7,7.7738081203,7.885
97,8,8.526475038,8.195
97,9,10.7352380958,7.8896103896
98,0,1.085106383,1.0586145648
98,1,1.085106383,1.0639431616
98,2,1.4757738896,1.091588785
98,3,1.4757738896,1.1533180778
98,4,1.3629584792,1.037037037
98,5,1.0334612105,1.1152263374
98,6,1.384469697,1.0674955595
98,7,1.0589087514,1.1234567901
98,8,1.085106383,1.0480549199
98,9,1.085106383,1.0843621399
99,0,2.1326198232,2.0186915888
99,1,2.7263533611,2.0046728972
99,2,1.9234341358,1.9615384615
99,3,2.8237831197,2.0170940171
99,4,3.2229254571,2.0982905983
99,5,6.0302631579,1.9871794872
99,6,2.4248677249,2.1210526316
99,7,2.1577212806,2.0490654206
99,8,1.9232060434,1.9575289575
99,9,2.7263533611,2.0193050193
100,0,2.219047619,1.7289156627
100,1,1.5359720634,1.6734693878
100,2,1.657538645,1.7820512821
100,3,2.4379671446,1.7073170732
100,4,1.6575522508,1.7051282051
100,5,2.166003808,1.6666666667
100,6,1.7728261245,1.7409638554
100,7,1.8790322647,1.6951219512
100,8,1.6342708758,1.6686746988
100,9,1.6581866882,1.7289156627
101,0,0.8940744632,0.746835443
101,1,0.7077626925,0.7305389222
101,2,0.7796085603,0.7945205479
101,3,1.0112696706,0.7594936709
101,4,0.7534248004,0.7884057971
101,5,1.2809917356,0.73960217
101,6,0.7077625664,0.7817679558
101,7,0.8260658915,0.7304347826
101,8,0.9970760234,0.7855072464
101,9,0.8353748826,0.7945205479
102,0,0.544734663,0.5013550136
102,1,0.6120945367,0.4959349593
102,2,0.653968254,0.5127055306
102,3,0.5257017926,0.4688346883
102,4,0.476698332,0.5067264574
102,5,0.5272224453,0.4959349593
102,6,0.4720991205,0.553064275
102,7,0.8202502844,0.5007451565
102,8,0.4715351383,0.4694485842
102,9,0.5627044954,0.5335320417
103,0,3.153215485,3.6516853933
103,1,3.4147250699,3.1930693069
103,2,3.8166666684,3.5280898876
103,3,3.5298752599,3.9775280899
103,4,3.5298651362,3.3910891089
103,5,4.1778791335,3.4245614035
103,6,3.5298651637,3.3861386139
103,7,4.2803738318,3.4421052632
103,8,3.1532021768,3.3613861386
103,9,4.9049531459,3.5789473684
104,0,1.1696531501,1.2924187726
104,1,1.6793706626,1.225631769
104,2,1.4447982163,1.3114119923
104,3,1.2175502433,1.34
104,4,1.8550555231,1.2671480144
104,5,1.5303760849,1.2469512195
104,6,1.2625340779,1.2204545455
104,7,1.2625342608,1.295
104,8,1.3896672508,1.28
104,9,1.2137221109,1.2520325203
105,0,1.5998972779,1.4609375
105,1,7.3640661939,1.6028368794
105,2,2.4566435534,1.4859375
105,3,1.9063647491,1.5367412141
105,4,2.0506912442,1.4573643411
105,5,1.9904153355,1.524822695
105,6,1.9063647491,1.4483362522
105,7,1.5998972804,1.4816112084
105,8,1.7480359147,1.5546875
105,9,1.9063647503,1.5921875
106,0,7.3561828752,5.7442922374
106,1,5.9769513678,5.8356164384
106,2,6.1563558985,5.5291262136
106,3,8.7990353698,5.6336633663
106,4,8.986863711,5.84375
106,5,5.3815573522,6.2871287129
106,6,6.6099035188,6.0234375
106,7,7.3760107894,5.8173515982
106,8,6.8584635329,5.6216216216
106,9,8.3685015291,5.9888888889
107,0,2.3802905875,2.1062801932
107,1,3.142618849,1.8739495798
107,2,2.023630506,1.9446494465
107,3,2.9645948072,1.8612903226
107,4,2.02363052,1.9331742243
107,5,1.9904914467,1.8739495798
107,6,2.241531593,1.8932291667
107,7,2.8014869888,1.8359375
107,8,2.3360198388,1.9230769231
107,9,2.7890451517,1.9230769231
108,0,1.1440774236,1.2263681592
108,1,1.1558154843,1.1578249337
108,2,1.3736507076,1.1679049034
108,3,1.1858343778,1.1445623342
108,4,1.2453204408,1.1903448276
108,5,0.9891475521,1.087667162
108,6,1.0474927355,1.1732851986
108,7,1.07499901,1.1251504212
108,8,1.1440758271,1.1971326165
108,9,1.3541610207,1.1206896552
109,0,8.8005952381,8.8020833333
109,1,8.8005952381,8.8020833333
109,2,8.8005952381,8.8020833333
109,3,8.8005952381,8.8020833333
109,4,8.8005952381,8.8020833333
109,5,8.8005952381,8.8020833333
109,6,8.8005952381,8.8020833333
109,7,8.8005952381,8.8020833333
109,8,8.8005952381,8.8020833333
109,9,8.8005952381,8.8020833333
110,0,3.3325123153,3.3327137546
110,1,3.3325123153,3.3327137546
110,2,3.3325123153,3.3327137546
110,3,3.3325123153,3.3327137546
110,4,3.3325123153,3.3327137546
110,5,3.3325123153,3.3327137546
110,6,3.3325123153,3.3327137546
110,7,3.3325123153,3.3327137546
110,8,3.3325123153,3.3327137546
110,9,3.3325123153,3.3327137546
111,0,2.8130434783,2.8133848134
111,1,2.8130434783,2.8133848134
111,2,2.8130434783,2.8133848134
111,3,2.8130434783,2.8133848134
111,4,2.8130434783,2.8133848134
111,5,2.8130434783,2.8133848134
111,6,2.8130434783,2.8133848134
111,7,2.8130434783,2.8133848134
111,8,2.8130434783,2.8133848134
111,9,2.8130434783,2.8133848134
112,0,19.5744680851,19.5766871166
112,1,19.5744680851,19.5766871166
112,2,19.5744680851,19.5766871166
112,3,19.5744680851,19.5766871166
112,4,19.5744680851,19.5766871166
112,5,19.5744680851,19.5766871166
112,6,19.5744680851,19.5766871166
112,7,19.5744680851,19.5766871166
112,8,19.5744680851,19.5766871166
112,9,19.5744680851,19.5766871166
113,0,46.75,46.75
113,1,46.75,46.75
113,2,46.75,46.75
113,3,46.75,46.75
113,4,46.75,46.75
113,5,46.75,46.765625
113,6,46.75,46.75
113,7,46.75,46.765625
113,8,46.75,46.75
113,9,46.75,46.75
114,0,10.2352941176,10.2389078498
114,1,10.2352941176,10.2354948805
114,2,10.2352941176,10.2354948805
114,3,10.2352941176,10.2354948805
114,4,10.2352941176,10.2354948805
114,5,10.2352941176,10.2354948805
114,6,10.2352941176,10.2389078498
114,7,10.2352941176,10.2354948805
114,8,10.2352941176,10.2354948805
114,9,10.2352941176,10.2354948805
115,0,41.3977900552,41.4
115,1,41.3977900552,41.4
115,2,41.3977900552,41.4
115,3,41.3977900552,41.408
115,4,41.3977900552,41.4
115,5,41.3977900552,41.4
115,6,41.3977900552,41.4
115,7,41.3977900552,41.4
115,8,41.3977900552,41.4
115,9,41.3977900552,41.4
116,0,15.2594810379,15.26
116,1,15.2594810379,15.265
116,2,15.2594810379,15.265
116,3,15.2594810379,15.26
116,4,15.2594810379,15.2625
116,5,15.2594810379,15.2625
116,6,15.2594810379,15.26
116,7,15.2594810379,15.26
116,8,15.2594810379,15.2625
116,9,15.2594810379,15.26
117,0,12.5559701493,12.5568862275
117,1,12.5559701493,12.5568862275
117,2,12.5559701493,12.5568862275
117,3,12.5559701493,12.5568862275
117,4,12.5559701493,12.5582655827
117,5,12.5559701493,12.5568862275
117,6,12.5559701493,12.5568862275
117,7,12.5559701493,12.5568862275
117,8,12.5559701493,12.5568862275
117,9,12.5559701493,12.5568862275
118,0,5.7045009785,3.9705882353
118,1,4.6106070612,4.1126760563
118,2,3.9605983624,4.014084507
118,3,3.96061684,4
118,4,5.9979423868,4.0352112676
118,5,4.505409583,4.0504201681
118,6,3.9606231629,4.18
118,7,3.8774943636,4.01
118,8,3.9606038879,4.0866666667
118,9,3.9606025974,4.0266666667
119,0,7.2713178295,1.4426229508
119,1,2.2209944751,1.406614786
119,2,1.9830866808,1.4864864865
119,3,1.5581395349,1.393442623
119,4,1.8747501666,1.4005167959
119,5,1.7285012285,1.4007782101
119,6,1.906504065,1.4916512059
119,7,1.3965260546,1.4359925788
119,8,5.2207792208,1.3951762523
119,9,1.558139535,1.456284153
120,0,0.966185567,0.8883248731
120,1,0.8074036227,0.8713450292
120,2,0.8082032312,0.8603839442
120,3,0.9025423737,0.8466494845
120,4,1.0907821229,0.8429319372
120,5,0.966185567,0.8730964467
120,6,1.2692307692,0.8543814433
120,7,1.1581809194,0.9136597938
120,8,0.9025428261,0.8569587629
120,9,1.3038397329,0.831185567
121,0,4.5885610688,4.1434782609
121,1,4.2279711066,4.2142857143
121,2,4.6414300798,4.1748251748
121,3,4.22797308,4.2027972028
121,4,4.2295195083,4.1748251748
121,5,4.0691737923,4.243902439
121,6,4.6463808795,4.2086956522
121,7,4.6414301629,4.2285714286
121,8,5.4628712871,4.2731481481
121,9,5.079401611,4.3107142857
122,0,5.011988012,3.4126315789
122,1,4.1531457425,3.3557894737
122,2,4.139438944,3.2576687117
122,3,5.0625630676,3.3157894737
122,4,3.3990514997,3.4210526316
122,5,5.3772775991,3.3087818697
122,6,4.4674977738,3.3894736842
122,7,4.4674977738,3.4126315789
122,8,4.3626086957,3.5214723926
122,9,4.2480948767,3.3558282209
123,0,1.730191015,1.744813278
123,1,1.6408356506,1.6865079365
123,2,1.7302116266,1.7137809187
123,3,2.0495399378,1.8132780083
123,4,2.1080663841,1.6788617886
123,5,2.108066384,1.7619047619
123,6,1.9804206374,1.6974789916
123,7,2.0418716786,1.6918604651
123,8,1.6414437417,1.6869918699
123,9,1.7301236616,1.6974789916
124,0,10.39959632,8.0684931507
124,1,9.866539751,7.96812749
124,2,8.9256342963,8.0916334661
124,3,8.9256346778,8.1274900398
124,4,8.2812065054,7.9282511211
124,5,8.2830768755,8.3424657534
124,6,8.2808443782,8.0438247012
124,7,7.7324206465,8.0202020202
124,8,8.9256343647,8.1797752809
124,9,7.7281033528,8.2182539683
125,0,3.8772810904,3.5948275862
125,1,3.6539187913,3.5361305361
125,2,3.3189903079,3.5675057208
125,3,3.6539188615,3.4242424242
125,4,3.653918821,3.5511363636
125,5,4.2933569938,3.4848484848
125,6,3.4923321924,3.4345238095
125,7,3.8778118336,3.5922619048
125,8,3.6539187913,3.5189393939
125,9,3.3194745015,3.5102040816
126,0,5.9292141572,4.0376670717
126,1,6.7451404063,4.0949367089
126,2,4.2384219554,4.0363036304
126,3,4.5194330133,4.0461997019
126,4,5.5002782415,3.9438943894
126,5,6.6157965194,4.0060753341
126,6,5.4337548103,3.9623329283
126,7,5.9506321493,4.0704738761
126,8,5.4337548103,3.9161603888
126,9,4.2384219554,3.9768976898
127,0,3.3850415589,2.6712328767
127,1,3.1740259746,2.5086956522
127,2,3.9166666667,2.5759717314
127,3,2.7505956797,2.5512367491
127,4,5.5671981777,2.512195122
127,5,2.6083284621,2.602739726
127,6,3.174025974,2.5647058824
127,7,4.6641221394,2.5724381625
127,8,2.6717571179,2.5609756098
127,9,3.298245614,2.5079365079
128,0,1.6489644185,2.1149425287
128,1,5.5545617174,1.5781990521
128,2,1.4828080291,1.4774535809
128,3,5.5545617174,1.4753199269
128,4,2.5409165303,1.5198938992
128,5,2.0937289278,1.4562334218
128,6,2.6538461538,1.5100548446
128,7,2.061752988,1.5275
128,8,5.5545617174,1.5008944544
128,9,2.9684512428,1.4597495528
129,0,1.1546521375,0.7848605578
129,1,0.8542636633,0.7583643123
129,2,0.9083455129,0.7714987715
129,3,1.0333833458,0.7470119522
129,4,0.7793498484,0.7465940054
129,5,0.869634608,0.7729083665
129,6,0.7793504212,0.7589641434
129,7,0.7885112516,0.7549800797
129,8,0.7793549293,0.7695167286
129,9,0.8542635673,0.7697368421
130,0,7.9973404274,6.020979021
130,1,7.3252621831,6.3529411765
130,2,6.0443287595,6.1140939597
130,3,7.1090254699,6.0536912752
130,4,5.6972539725,6.3355704698
130,5,7.8002594094,6.0290697674
130,6,6.1809275186,6.0425531915
130,7,5.6876774979,5.9923076923
130,8,5.6929906013,6.3
130,9,6.6756177972,6.0634920635
131,0,4.8062442608,2.6631205674
131,1,2.7346211451,2.747311828
131,2,3.6833216045,2.6964285714
131,3,3.4298820446,2.6910755149
131,4,2.8170075436,2.7078313253
131,5,3.3211571903,2.6804597701
131,6,3.5222072679,2.6985815603
131,7,2.8170075655,2.7770114943
131,8,3.683321605,2.8387096774
131,9,3.4298820446,2.6407322654
132,0,2.7939726027,1.7189542484
132,1,1.7139778775,1.7613776138
132,2,2.0404165467,1.7581699346
132,3,2.1941530759,1.7589453861
132,4,1.8946165407,1.7422037422
132,5,2.0878239392,1.7527675277
132,6,2.0258243952,1.7382297552
132,7,2.3585810805,1.8610086101
132,8,1.9633438622,1.7512953368
132,9,1.6995333931,1.7777777778
133,0,5.6725407007,5.8051948052
133,1,5.6734939196,5.825
133,2,6.3957552506,5.8541666667
133,3,6.8859180196,5.775
133,4,5.6725404132,5.7490774908
133,5,7.5745098046,5.9040590406
133,6,6.8859195468,5.825
133,7,8.7895335609,6.0700934579
133,8,7.0815765491,5.7011070111
133,9,6.395695377,6.1666666667
134,0,3.2583232042,3.1247058824
134,1,4.5720470083,3.1604278075
134,2,3.5577478547,3.144
134,3,4.4724742892,3.0589970501
134,4,4.6225274418,3.01179941
134,5,3.557747857,3.128342246
134,6,3.5577489496,3.1518324607
134,7,4.0092442129,3.1237373737
134,8,3.4922060311,3.0808080808
134,9,3.1664696769,3.1363636364
135,0,20.2258823529,3.6208530806
135,1,6.8878205128,3.6403326403
135,2,8.5788423154,4.6949152542
135,3,5.3691443012,3.6470588235
135,4,6.1137980085,4.6949152542
135,5,6.4728915663,3.6470588235
135,6,4.9630484988,4.1176470588
135,7,6.4728915663,3.6150121065
135,8,6.4728915663,3.7288135593
135,9,6.3626943005,3.5847457627
136,0,5922,21.7720588235
136,1,5922,21.7720588235
136,2,5922,21.7720588235
136,3,5922,21.7720588235
136,4,5922,21.7720588235
136,5,5922,21.7720588235
136,6,5922,21.7720588235
136,7,5922,21.7720588235
136,8,5922,21.7720588235
136,9,5922,21.7720588235
137,0,6118,23.8054474708
137,1,6118,23.8054474708
137,2,6118,23.8054474708
137,3,6118,23.8054474708
137,4,6118,23.8054474708
137,5,6118,23.8054474708
137,6,6118,23.8054474708
137,7,6118,23.8054474708
137,8,6118,23.8054474708
137,9,6118,23.8054474708
138,0,4970,19.1891891892
138,1,4970,19.1891891892
138,2,4970,19.1891891892
138,3,4970,19.1891891892
138,4,4970,19.1891891892
138,5,4970,19.1891891892
138,6,4970,19.1891891892
138,7,4970,19.1891891892
138,8,4970,19.1891891892
138,9,4970,19.1891891892
139,0,9138,43.1037735849
139,1,9138,43.1037735849
139,2,9138,43.1037735849
139,3,9138,43.1037735849
139,4,9138,43.1037735849
139,5,9138,43.1037735849
139,6,9138,43.1037735849
139,7,9138,43.1037735849
139,8,9138,43.1037735849
139,9,9138,43.1037735849
140,0,11079,503.5909090909
140,1,11079,503.5909090909
140,2,11079,503.5909090909
140,3,11079,503.5909090909
140,4,11079,503.5909090909
140,5,11079,503.5909090909
140,6,11079,503.5909090909
140,7,11079,503.5909090909
140,8,11079,503.5909090909
140,9,11079,503.5909090909
141,0,9886,25.2193877551
141,1,9886,25.2193877551
141,2,9886,25.2193877551
141,3,9886,25.2193877551
141,4,9886,25.2193877551
141,5,9886,25.2193877551
141,6,9886,25.2193877551
141,7,9886,25.2193877551
141,8,9886,25.2193877551
141,9,9886,25.2193877551
142,0,15148,59.171875
142,1,15148,59.171875
142,2,15148,59.171875
142,3,15148,59.171875
142,4,15148,59.171875
142,5,15148,59.171875
142,6,15148,59.171875
142,7,15148,59.171875
142,8,15148,59.171875
142,9,15148,59.171875
143,0,15226,88.523255814
143,1,15226,88.523255814
143,2,15226,88.523255814
143,3,15226,88.523255814
143,4,15226,88.523255814
143,5,15226,88.523255814
143,6,15226,88.523255814
143,7,15226,88.523255814
143,8,15226,88.523255814
143,9,15226,88.523255814
144,0,15911,32.6714579055
144,1,15911,32.6714579055
144,2,15911,32.6714579055
144,3,15911,32.6714579055
144,4,15911,32.6714579055
144,5,15911,32.6714579055
144,6,15911,32.6714579055
144,7,15911,32.6714579055
144,8,15911,32.6714579055
144,9,15911,32.6714579055
145,0,7.3616242249,6.801980198
145,1,10.3278388279,6.7770700637
145,2,8.0099431818,6.7258687259
145,3,7.0054263199,6.7777777778
145,4,6.6341323747,6.694980695
145,5,6.6342732277,6.6764705882
145,6,9.0951612903,6.6732673267
145,7,6.6345260419,6.8223938224
145,8,7.8210818308,6.7133757962
145,9,7.0049689501,6.7261146497
146,0,3.4861322477,3.4329004329
146,1,4.0130890052,3.4409594096
146,2,4.9813160032,3.4272076372
146,3,5.0386195563,3.4415274463
146,4,3.4861100142,3.4280442804
146,5,3.7163636364,3.4200477327
146,6,5.0386195566,3.4583333333
146,7,3.4860825953,3.4243542435
146,8,4.9813160032,3.4242424242
146,9,3.4860870073,3.4301310044
147,0,2.3364184542,2.3550420168
147,1,2.3367013564,2.3508403361
147,2,2.3364392984,2.3779264214
147,3,3.1478753541,2.363449692
147,4,2.3372963512,2.3846153846
147,5,2.3364201927,2.3697478992
147,6,2.3364372538,2.3741339492
147,7,2.3364318579,2.3577235772
147,8,2.3364537681,2.3712374582
147,9,2.3366515311,2.372611465
148,0,22.4475655536,18.3222222222
148,1,24.6646096595,18.0192307692
148,2,22.2393320965,18.1977186312
148,3,20.1511473726,18.2926829268
148,4,19.459514975,17.9512195122
148,5,20.5962494265,18.0684410646
148,6,19.4594156711,18
148,7,23.3664717349,18.0380228137
148,8,19.4594226167,18.25
148,9,20.3170037152,17.9777777778
149,0,6.4200832748,6.0512048193
149,1,5.9663177435,6.0899122807
149,2,6.6904024769,6.0789473684
149,3,6.4200837981,6.1136950904
149,4,7.2663080027,6.0255102041
149,5,5.9663364211,6.0801033592
149,6,8.4216679657,6.1121794872
149,7,5.9663261544,6.0663265306
149,8,7.2663080027,6.0753012048
149,9,5.9667105672,6.0206718346
150,0,4.065546907,3.4282051282
150,1,3.74778116,3.4217391304
150,2,3.746407063,3.4076923077
150,3,3.6242665908,3.4051282051
150,4,3.6232201542,3.4423076923
150,5,3.6232219653,3.4463768116
150,6,4.037428804,3.4333333333
150,7,3.3686440406,3.4217391304
150,8,3.7024318603,3.4472049689
150,9,3.6232785194,3.380952381
151,0,23.1684614441,17.9383886256
151,1,34.0578703704,17.9949238579
151,2,23.36432517,17.9945945946
151,3,18.6240506329,17.8121827411
151,4,18.6240506365,18.4583333333
151,5,24.8111298482,17.9847715736
151,6,18.6240506329,17.9492385787
151,7,18.6240506335,18.0203045685
151,8,24.3190082645,17.8274111675
151,9,24.3190082645,18
152,0,14.5067385445,11.6373831776
152,1,12.8961661343,12.2916666667
152,2,14.5067385445,11.7385321101
152,3,15.5100864553,11.6277777778
152,4,18.100896861,11.5183486239
152,5,11.5493568902,11.6164383562
152,6,13.6827904858,11.6205607477
152,7,14.5067385445,11.4862385321
152,8,15.5549132948,11.6506849315
152,9,15.5100864553,11.5813084112
153,0,7.0327272747,6.8924302789
153,1,7.8264388489,6.7664670659
153,2,7.0339339669,6.8790419162
