"id";"dataset_constants";"task_hetero";"machine_hetero";"no_tasks_dist";"no_tasks";"no_machines_dist";"no_machines"
651;9;"low";"high";"low";2;"low";3
652;9;"medium";"low";"low";2;"low";3
653;9;"medium";"medium";"low";2;"low";3
654;9;"medium";"high";"low";2;"low";3
655;9;"high";"low";"low";2;"low";3
656;9;"high";"medium";"low";2;"low";3
657;9;"high";"high";"low";2;"low";3
658;9;"low";"low";"low";2;"medium";11
659;9;"low";"medium";"low";2;"medium";11
660;9;"low";"high";"low";2;"medium";11
661;9;"medium";"low";"low";2;"medium";11
662;9;"medium";"medium";"low";2;"medium";11
663;9;"medium";"high";"low";2;"medium";11
664;9;"high";"low";"low";2;"medium";11
665;9;"high";"medium";"low";2;"medium";11
666;9;"high";"high";"low";2;"medium";11
667;9;"low";"low";"low";2;"high";8
668;9;"low";"medium";"low";2;"high";8
669;9;"low";"high";"low";2;"high";8
670;9;"medium";"low";"low";2;"high";8
671;9;"medium";"medium";"low";2;"high";8
672;9;"medium";"high";"low";2;"high";8
673;9;"high";"low";"low";2;"high";8
674;9;"high";"medium";"low";2;"high";8
675;9;"high";"high";"low";2;"high";8
676;9;"low";"low";"medium";6;"low";1
677;9;"low";"medium";"medium";6;"low";1
678;9;"low";"high";"medium";6;"low";1
679;9;"medium";"low";"medium";6;"low";1
680;9;"medium";"medium";"medium";6;"low";1
681;9;"medium";"high";"medium";6;"low";1
682;9;"high";"low";"medium";6;"low";1
683;9;"high";"medium";"medium";6;"low";1
684;9;"high";"high";"medium";6;"low";1
685;9;"low";"low";"medium";6;"medium";10
686;9;"low";"medium";"medium";6;"medium";10
687;9;"low";"high";"medium";6;"medium";10
688;9;"medium";"low";"medium";6;"medium";10
689;9;"medium";"medium";"medium";6;"medium";10
690;9;"medium";"high";"medium";6;"medium";10
691;9;"high";"low";"medium";6;"medium";10
692;9;"high";"medium";"medium";6;"medium";10
693;9;"high";"high";"medium";6;"medium";10
694;9;"low";"low";"medium";6;"high";10
695;9;"low";"medium";"medium";6;"high";10
696;9;"low";"high";"medium";6;"high";10
697;9;"medium";"low";"medium";6;"high";10
698;9;"medium";"medium";"medium";6;"high";10
699;9;"medium";"high";"medium";6;"high";10
700;9;"high";"low";"medium";6;"high";10
701;9;"high";"medium";"medium";6;"high";10
702;9;"high";"high";"medium";6;"high";10
703;9;"low";"low";"high";16;"low";1
704;9;"low";"medium";"high";16;"low";1
705;9;"low";"high";"high";16;"low";1
706;9;"medium";"low";"high";16;"low";1
707;9;"medium";"medium";"high";16;"low";1
708;9;"medium";"high";"high";16;"low";1
709;9;"high";"low";"high";16;"low";1
710;9;"high";"medium";"high";16;"low";1
711;9;"high";"high";"high";16;"low";1
712;9;"low";"low";"high";16;"medium";9
713;9;"low";"medium";"high";16;"medium";9
714;9;"low";"high";"high";16;"medium";9
715;9;"medium";"low";"high";16;"medium";9
716;9;"medium";"medium";"high";16;"medium";9
717;9;"medium";"high";"high";16;"medium";9
718;9;"high";"low";"high";16;"medium";9
719;9;"high";"medium";"high";16;"medium";9
720;9;"high";"high";"high";16;"medium";9
721;9;"low";"low";"high";16;"high";9
722;9;"low";"medium";"high";16;"high";9
723;9;"low";"high";"high";16;"high";9
724;9;"medium";"low";"high";16;"high";9
725;9;"medium";"medium";"high";16;"high";9
726;9;"medium";"high";"high";16;"high";9
727;9;"high";"low";"high";16;"high";9
728;9;"high";"medium";"high";16;"high";9
729;9;"high";"high";"high";16;"high";9
730;10;"low";"low";"low";2;"low";25
731;10;"low";"medium";"low";2;"low";25
732;10;"low";"high";"low";2;"low";25
733;10;"medium";"low";"low";2;"low";25
734;10;"medium";"medium";"low";2;"low";25
735;10;"medium";"high";"low";2;"low";25
736;10;"high";"low";"low";2;"low";25
737;10;"high";"medium";"low";2;"low";25
738;10;"high";"high";"low";2;"low";25
739;10;"low";"low";"low";2;"medium";65
740;10;"low";"medium";"low";2;"medium";65
741;10;"low";"high";"low";2;"medium";65
742;10;"medium";"low";"low";2;"medium";65
743;10;"medium";"medium";"low";2;"medium";65
744;10;"medium";"high";"low";2;"medium";65
745;10;"high";"low";"low";2;"medium";65
746;10;"high";"medium";"low";2;"medium";65
747;10;"high";"high";"low";2;"medium";65
748;10;"low";"low";"low";2;"high";66
749;10;"low";"medium";"low";2;"high";66
750;10;"low";"high";"low";2;"high";66
751;10;"medium";"low";"low";2;"high";66
752;10;"medium";"medium";"low";2;"high";66
753;10;"medium";"high";"low";2;"high";66
754;10;"high";"low";"low";2;"high";66
755;10;"high";"medium";"low";2;"high";66
756;10;"high";"high";"low";2;"high";66
757;10;"low";"low";"medium";11;"low";11
758;10;"low";"medium";"medium";11;"low";11
759;10;"low";"high";"medium";11;"low";11
760;10;"medium";"low";"medium";11;"low";11
761;10;"medium";"medium";"medium";11;"low";11
762;10;"medium";"high";"medium";11;"low";11
763;10;"high";"low";"medium";11;"low";11
764;10;"high";"medium";"medium";11;"low";11
765;10;"high";"high";"medium";11;"low";11
766;10;"low";"low";"medium";11;"medium";80
767;10;"low";"medium";"medium";11;"medium";80
768;10;"low";"high";"medium";11;"medium";80
769;10;"medium";"low";"medium";11;"medium";80
770;10;"medium";"medium";"medium";11;"medium";80
771;10;"medium";"high";"medium";11;"medium";80
772;10;"high";"low";"medium";11;"medium";80
773;10;"high";"medium";"medium";11;"medium";80
774;10;"high";"high";"medium";11;"medium";80
775;10;"low";"low";"medium";11;"high";60
776;10;"low";"medium";"medium";11;"high";60
777;10;"low";"high";"medium";11;"high";60
778;10;"medium";"low";"medium";11;"high";60
779;10;"medium";"medium";"medium";11;"high";60
780;10;"medium";"high";"medium";11;"high";60
781;10;"high";"low";"medium";11;"high";60
782;10;"high";"medium";"medium";11;"high";60
783;10;"high";"high";"medium";11;"high";60
784;10;"low";"low";"high";16;"low";2
785;10;"low";"medium";"high";16;"low";2
786;10;"low";"high";"high";16;"low";2
787;10;"medium";"low";"high";16;"low";2
788;10;"medium";"medium";"high";16;"low";2
789;10;"medium";"high";"high";16;"low";2
790;10;"high";"low";"high";16;"low";2
791;10;"high";"medium";"high";16;"low";2
792;10;"high";"high";"high";16;"low";2
793;10;"low";"low";"high";16;"medium";54
794;10;"low";"medium";"high";16;"medium";54
795;10;"low";"high";"high";16;"medium";54
796;10;"medium";"low";"high";16;"medium";54
797;10;"medium";"medium";"high";16;"medium";54
798;10;"medium";"high";"high";16;"medium";54
799;10;"high";"low";"high";16;"medium";54
800;10;"high";"medium";"high";16;"medium";54
801;10;"high";"high";"high";16;"medium";54
802;10;"low";"low";"high";16;"high";55
803;10;"low";"medium";"high";16;"high";55
804;10;"low";"high";"high";16;"high";55
805;10;"medium";"low";"high";16;"high";55
806;10;"medium";"medium";"high";16;"high";55
807;10;"medium";"high";"high";16;"high";55
808;10;"high";"low";"high";16;"high";55
809;10;"high";"medium";"high";16;"high";55
810;10;"high";"high";"high";16;"high";55
811;11;"low";"low";"low";6;"low";4
812;11;"low";"medium";"low";6;"low";4
813;11;"low";"high";"low";6;"low";4
814;11;"medium";"low";"low";6;"low";4
815;11;"medium";"medium";"low";6;"low";4
816;11;"medium";"high";"low";6;"low";4
817;11;"high";"low";"low";6;"low";4
818;11;"high";"medium";"low";6;"low";4
819;11;"high";"high";"low";6;"low";4
820;11;"low";"low";"low";6;"medium";18
821;11;"low";"medium";"low";6;"medium";18
822;11;"low";"high";"low";6;"medium";18
823;11;"medium";"low";"low";6;"medium";18
824;11;"medium";"medium";"low";6;"medium";18
825;11;"medium";"high";"low";6;"medium";18
826;11;"high";"low";"low";6;"medium";18
827;11;"high";"medium";"low";6;"medium";18
828;11;"high";"high";"low";6;"medium";18
829;11;"low";"low";"low";6;"high";18
830;11;"low";"medium";"low";6;"high";18
831;11;"low";"high";"low";6;"high";18
832;11;"medium";"low";"low";6;"high";18
833;11;"medium";"medium";"low";6;"high";18
834;11;"medium";"high";"low";6;"high";18
835;11;"high";"low";"low";6;"high";18
836;11;"high";"medium";"low";6;"high";18
837;11;"high";"high";"low";6;"high";18
838;11;"low";"low";"medium";11;"low";1
839;11;"low";"medium";"medium";11;"low";1
840;11;"low";"high";"medium";11;"low";1
841;11;"medium";"low";"medium";11;"low";1
842;11;"medium";"medium";"medium";11;"low";1
843;11;"medium";"high";"medium";11;"low";1
844;11;"high";"low";"medium";11;"low";1
845;11;"high";"medium";"medium";11;"low";1
846;11;"high";"high";"medium";11;"low";1
847;11;"low";"low";"medium";11;"medium";21
848;11;"low";"medium";"medium";11;"medium";21
849;11;"low";"high";"medium";11;"medium";21
850;11;"medium";"low";"medium";11;"medium";21
851;11;"medium";"medium";"medium";11;"medium";21
852;11;"medium";"high";"medium";11;"medium";21
853;11;"high";"low";"medium";11;"medium";21
854;11;"high";"medium";"medium";11;"medium";21
855;11;"high";"high";"medium";11;"medium";21
856;11;"low";"low";"medium";11;"high";21
857;11;"low";"medium";"medium";11;"high";21
858;11;"low";"high";"medium";11;"high";21
859;11;"medium";"low";"medium";11;"high";21
860;11;"medium";"medium";"medium";11;"high";21
861;11;"medium";"high";"medium";11;"high";21
862;11;"high";"low";"medium";11;"high";21
863;11;"high";"medium";"medium";11;"high";21
864;11;"high";"high";"medium";11;"high";21
865;11;"low";"low";"high";23;"low";5
866;11;"low";"medium";"high";23;"low";5
867;11;"low";"high";"high";23;"low";5
868;11;"medium";"low";"high";23;"low";5
869;11;"medium";"medium";"high";23;"low";5
870;11;"medium";"high";"high";23;"low";5
871;11;"high";"low";"high";23;"low";5
872;11;"high";"medium";"high";23;"low";5
873;11;"high";"high";"high";23;"low";5
874;11;"low";"low";"high";23;"medium";23
875;11;"low";"medium";"high";23;"medium";23
876;11;"low";"high";"high";23;"medium";23
877;11;"medium";"low";"high";23;"medium";23
878;11;"medium";"medium";"high";23;"medium";23
879;11;"medium";"high";"high";23;"medium";23
880;11;"high";"low";"high";23;"medium";23
881;11;"high";"medium";"high";23;"medium";23
882;11;"high";"high";"high";23;"medium";23
883;11;"low";"low";"high";23;"high";17
884;11;"low";"medium";"high";23;"high";17
885;11;"low";"high";"high";23;"high";17
886;11;"medium";"low";"high";23;"high";17
887;11;"medium";"medium";"high";23;"high";17
888;11;"medium";"high";"high";23;"high";17
889;11;"high";"low";"high";23;"high";17
890;11;"high";"medium";"high";23;"high";17
891;11;"high";"high";"high";23;"high";17
892;12;"low";"low";"low";14;"low";4
893;12;"low";"medium";"low";14;"low";4
894;12;"low";"high";"low";14;"low";4
895;12;"medium";"low";"low";14;"low";4
896;12;"medium";"medium";"low";14;"low";4
897;12;"medium";"high";"low";14;"low";4
898;12;"high";"low";"low";14;"low";4
899;12;"high";"medium";"low";14;"low";4
900;12;"high";"high";"low";14;"low";4
901;12;"low";"low";"low";14;"medium";31
902;12;"low";"medium";"low";14;"medium";31
903;12;"low";"high";"low";14;"medium";31
904;12;"medium";"low";"low";14;"medium";31
905;12;"medium";"medium";"low";14;"medium";31
906;12;"medium";"high";"low";14;"medium";31
907;12;"high";"low";"low";14;"medium";31
908;12;"high";"medium";"low";14;"medium";31
909;12;"high";"high";"low";14;"medium";31
910;12;"low";"low";"low";14;"high";44
911;12;"low";"medium";"low";14;"high";44
912;12;"low";"high";"low";14;"high";44
913;12;"medium";"low";"low";14;"high";44
914;12;"medium";"medium";"low";14;"high";44
915;12;"medium";"high";"low";14;"high";44
916;12;"high";"low";"low";14;"high";44
917;12;"high";"medium";"low";14;"high";44
918;12;"high";"high";"low";14;"high";44
919;12;"low";"low";"medium";28;"low";4
920;12;"low";"medium";"medium";28;"low";4
921;12;"low";"high";"medium";28;"low";4
922;12;"medium";"low";"medium";28;"low";4
923;12;"medium";"medium";"medium";28;"low";4
924;12;"medium";"high";"medium";28;"low";4
925;12;"high";"low";"medium";28;"low";4
926;12;"high";"medium";"medium";28;"low";4
927;12;"high";"high";"medium";28;"low";4
928;12;"low";"low";"medium";28;"medium";43
929;12;"low";"medium";"medium";28;"medium";43
930;12;"low";"high";"medium";28;"medium";43
931;12;"medium";"low";"medium";28;"medium";43
932;12;"medium";"medium";"medium";28;"medium";43
933;12;"medium";"high";"medium";28;"medium";43
934;12;"high";"low";"medium";28;"medium";43
935;12;"high";"medium";"medium";28;"medium";43
936;12;"high";"high";"medium";28;"medium";43
937;12;"low";"low";"medium";28;"high";31
938;12;"low";"medium";"medium";28;"high";31
939;12;"low";"high";"medium";28;"high";31
940;12;"medium";"low";"medium";28;"high";31
941;12;"medium";"medium";"medium";28;"high";31
942;12;"medium";"high";"medium";28;"high";31
943;12;"high";"low";"medium";28;"high";31
944;12;"high";"medium";"medium";28;"high";31
945;12;"high";"high";"medium";28;"high";31
946;12;"low";"low";"high";74;"low";8
947;12;"low";"medium";"high";74;"low";8
948;12;"low";"high";"high";74;"low";8
949;12;"medium";"low";"high";74;"low";8
950;12;"medium";"medium";"high";74;"low";8
951;12;"medium";"high";"high";74;"low";8
952;12;"high";"low";"high";74;"low";8
953;12;"high";"medium";"high";74;"low";8
954;12;"high";"high";"high";74;"low";8
955;12;"low";"low";"high";74;"medium";35
956;12;"low";"medium";"high";74;"medium";35
957;12;"low";"high";"high";74;"medium";35
958;12;"medium";"low";"high";74;"medium";35
959;12;"medium";"medium";"high";74;"medium";35
960;12;"medium";"high";"high";74;"medium";35
961;12;"high";"low";"high";74;"medium";35
962;12;"high";"medium";"high";74;"medium";35
963;12;"high";"high";"high";74;"medium";35
964;12;"low";"low";"high";74;"high";33
965;12;"low";"medium";"high";74;"high";33
966;12;"low";"high";"high";74;"high";33
967;12;"medium";"low";"high";74;"high";33
968;12;"medium";"medium";"high";74;"high";33
969;12;"medium";"high";"high";74;"high";33
970;12;"high";"low";"high";74;"high";33
971;12;"high";"medium";"high";74;"high";33
972;12;"high";"high";"high";74;"high";33
973;13;"low";"low";"low";17;"low";1
974;13;"low";"medium";"low";17;"low";1
975;13;"low";"high";"low";17;"low";1
976;13;"medium";"low";"low";17;"low";1
977;13;"medium";"medium";"low";17;"low";1
978;13;"medium";"high";"low";17;"low";1
979;13;"high";"low";"low";17;"low";1
980;13;"high";"medium";"low";17;"low";1
981;13;"high";"high";"low";17;"low";1
982;13;"low";"low";"low";17;"medium";2
983;13;"low";"medium";"low";17;"medium";2
984;13;"low";"high";"low";17;"medium";2
985;13;"medium";"low";"low";17;"medium";2
986;13;"medium";"medium";"low";17;"medium";2
987;13;"medium";"high";"low";17;"medium";2
988;13;"high";"low";"low";17;"medium";2
989;13;"high";"medium";"low";17;"medium";2
990;13;"high";"high";"low";17;"medium";2
991;13;"low";"low";"low";17;"high";2
992;13;"low";"medium";"low";17;"high";2
993;13;"low";"high";"low";17;"high";2
994;13;"medium";"low";"low";17;"high";2
995;13;"medium";"medium";"low";17;"high";2
996;13;"medium";"high";"low";17;"high";2
997;13;"high";"low";"low";17;"high";2
998;13;"high";"medium";"low";17;"high";2
999;13;"high";"high";"low";17;"high";2
1000;13;"low";"low";"medium";32;"low";1
1001;13;"low";"medium";"medium";32;"low";1
1002;13;"low";"high";"medium";32;"low";1
1003;13;"medium";"low";"medium";32;"low";1
1004;13;"medium";"medium";"medium";32;"low";1
1005;13;"medium";"high";"medium";32;"low";1
1006;13;"high";"low";"medium";32;"low";1
1007;13;"high";"medium";"medium";32;"low";1
1008;13;"high";"high";"medium";32;"low";1
1009;13;"low";"low";"medium";32;"medium";2
1010;13;"low";"medium";"medium";32;"medium";2
1011;13;"low";"high";"medium";32;"medium";2
1012;13;"medium";"low";"medium";32;"medium";2
1013;13;"medium";"medium";"medium";32;"medium";2
1014;13;"medium";"high";"medium";32;"medium";2
1015;13;"high";"low";"medium";32;"medium";2
1016;13;"high";"medium";"medium";32;"medium";2
1017;13;"high";"high";"medium";32;"medium";2
1018;13;"low";"low";"medium";32;"high";2
1019;13;"low";"medium";"medium";32;"high";2
1020;13;"low";"high";"medium";32;"high";2
1021;13;"medium";"low";"medium";32;"high";2
1022;13;"medium";"medium";"medium";32;"high";2
1023;13;"medium";"high";"medium";32;"high";2
1024;13;"high";"low";"medium";32;"high";2
1025;13;"high";"medium";"medium";32;"high";2
1026;13;"high";"high";"medium";32;"high";2
1027;13;"low";"low";"high";94;"low";1
1028;13;"low";"medium";"high";94;"low";1
1029;13;"low";"high";"high";94;"low";1
1030;13;"medium";"low";"high";94;"low";1
1031;13;"medium";"medium";"high";94;"low";1
1032;13;"medium";"high";"high";94;"low";1
1033;13;"high";"low";"high";94;"low";1
1034;13;"high";"medium";"high";94;"low";1
1035;13;"high";"high";"high";94;"low";1
1036;13;"low";"low";"high";94;"medium";2
1037;13;"low";"medium";"high";94;"medium";2
1038;13;"low";"high";"high";94;"medium";2
1039;13;"medium";"low";"high";94;"medium";2
1040;13;"medium";"medium";"high";94;"medium";2
1041;13;"medium";"high";"high";94;"medium";2
1042;13;"high";"low";"high";94;"medium";2
1043;13;"high";"medium";"high";94;"medium";2
1044;13;"high";"high";"high";94;"medium";2
1045;13;"low";"low";"high";94;"high";2
1046;13;"low";"medium";"high";94;"high";2
1047;13;"low";"high";"high";94;"high";2
1048;13;"medium";"low";"high";94;"high";2
1049;13;"medium";"medium";"high";94;"high";2
1050;13;"medium";"high";"high";94;"high";2
1051;13;"high";"low";"high";94;"high";2
1052;13;"high";"medium";"high";94;"high";2
1053;13;"high";"high";"high";94;"high";2
1054;14;"low";"low";"low";1;"low";10
1055;14;"low";"medium";"low";1;"low";10
1056;14;"low";"high";"low";1;"low";10
1057;14;"medium";"low";"low";1;"low";10
1058;14;"medium";"medium";"low";1;"low";10
1059;14;"medium";"high";"low";1;"low";10
1060;14;"high";"low";"low";1;"low";10
1061;14;"high";"medium";"low";1;"low";10
1062;14;"high";"high";"low";1;"low";10
1063;14;"low";"low";"low";1;"medium";53
1064;14;"low";"medium";"low";1;"medium";53
1065;14;"low";"high";"low";1;"medium";53
1066;14;"medium";"low";"low";1;"medium";53
1067;14;"medium";"medium";"low";1;"medium";53
1068;14;"medium";"high";"low";1;"medium";53
1069;14;"high";"low";"low";1;"medium";53
1070;14;"high";"medium";"low";1;"medium";53
1071;14;"high";"high";"low";1;"medium";53
1072;14;"low";"low";"low";1;"high";48
1073;14;"low";"medium";"low";1;"high";48
1074;14;"low";"high";"low";1;"high";48
1075;14;"medium";"low";"low";1;"high";48
1076;14;"medium";"medium";"low";1;"high";48
1077;14;"medium";"high";"low";1;"high";48
1078;14;"high";"low";"low";1;"high";48
1079;14;"high";"medium";"low";1;"high";48
1080;14;"high";"high";"low";1;"high";48
1081;14;"low";"low";"medium";23;"low";21
1082;14;"low";"medium";"medium";23;"low";21
1083;14;"low";"high";"medium";23;"low";21
1084;14;"medium";"low";"medium";23;"low";21
1085;14;"medium";"medium";"medium";23;"low";21
1086;14;"medium";"high";"medium";23;"low";21
1087;14;"high";"low";"medium";23;"low";21
1088;14;"high";"medium";"medium";23;"low";21
1089;14;"high";"high";"medium";23;"low";21
1090;14;"low";"low";"medium";23;"medium";57
1091;14;"low";"medium";"medium";23;"medium";57
1092;14;"low";"high";"medium";23;"medium";57
1093;14;"medium";"low";"medium";23;"medium";57
1094;14;"medium";"medium";"medium";23;"medium";57
1095;14;"medium";"high";"medium";23;"medium";57
1096;14;"high";"low";"medium";23;"medium";57
1097;14;"high";"medium";"medium";23;"medium";57
1098;14;"high";"high";"medium";23;"medium";57
1099;14;"low";"low";"medium";23;"high";67
1100;14;"low";"medium";"medium";23;"high";67
1101;14;"low";"high";"medium";23;"high";67
